source,title,price,location,size,listing_type,link
OpenSooq,Residential Land for Sale in Muscat Misfah,"35,000 OMR",", Misfah, 996484XX",,Property for Sale,https://om.opensooq.com/en/search/266228517
OpenSooq,Residential Land for Sale in Muscat Amerat,"12,500 OMR",", Amerat, 993603XX",,Property for Sale,https://om.opensooq.com/en/search/266228291
OpenSooq,Residential Land for Sale in Muscat Amerat,"10,000 OMR",", Amerat, 993603XX",,Property for Sale,https://om.opensooq.com/en/search/266228285
OpenSooq,328 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"79,000 OMR",", Al Maabilah, 769813XX",328 m²,Property for Sale,https://om.opensooq.com/en/search/262196203
OpenSooq,600 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,"8,500 OMR",", Al Masnaah, 927408XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/263219905
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"110,000 OMR",", Al Khoud, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266226345
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"30,000 OMR",", Al-Hail, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266225709
OpenSooq,Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,"35,000 OMR",", Ja'alan Bani Bu Ali, 923312XX",,Property for Sale,https://om.opensooq.com/en/search/265182951
OpenSooq,مغسلة سيارات للبيع بسبب سفر العمال,"2,500 OMR",", Ibri, 939406XX",100 m²,Property for Sale,https://om.opensooq.com/en/search/266223997
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"8,000 OMR",", Shinas, 923993XX",,Property for Sale,https://om.opensooq.com/en/search/266222915
OpenSooq,Residential Land for Sale in Muscat Ansab,"67,000 OMR",", Ansab, 766991XX",,Property for Sale,https://om.opensooq.com/en/search/266170617
OpenSooq,Residential Land for Sale in Dhofar Taqah,"12,500 OMR",", Taqah, 989444XX",,Property for Sale,https://om.opensooq.com/en/search/266222547
OpenSooq,Residential Land for Sale in Dhofar Taqah,"12,500 OMR",", Taqah, 989444XX",,Property for Sale,https://om.opensooq.com/en/search/266222253
OpenSooq,Commercial Land for Sale in Muscat Al Khoud,"450,000 OMR",", Al Khoud, 917713XX",,Property for Sale,https://om.opensooq.com/en/search/266222261
OpenSooq,254 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,"53,000 OMR",", Barka, 992463XX",254 m²,Property for Sale,https://om.opensooq.com/en/search/266221677
OpenSooq,Farm Land for Sale in Al Batinah Al Masnaah,"40,000 OMR",", Al Masnaah, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266221661
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"750,000 OMR",", Al Maabilah, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266220863
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"215,000 OMR",", Al-Hail, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/265177763
OpenSooq,Residential Land for Sale in Al Dakhiliya Izki,"3,800 OMR",", Izki, 926819XX",,Property for Sale,https://om.opensooq.com/en/search/266219861
OpenSooq,Building for Sale in Al Batinah Sohar,"410,000 OMR",", Sohar, 954424XX",2040 m²,Property for Sale,https://om.opensooq.com/en/search/266219663
OpenSooq,Residential Land for Sale in Dhofar Salala,"29,000 OMR",", Salala, 928865XX",,Property for Sale,https://om.opensooq.com/en/search/266216673
OpenSooq,FOR SALE FULLY FURNISHED!!! FREEHOLD SPACIOUS 2BHK APARTMENT IN MUSCAT HILLS GOLF CLUB,"135,000 OMR",", Muscat Hills, 979445XX",152 m²,Property for Sale,https://om.opensooq.com/en/search/266219189
OpenSooq,Residential Land for Sale in Al Dakhiliya Sumail,"11,800 OMR",", Sumail, 989185XX",,Property for Sale,https://om.opensooq.com/en/search/266219121
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"55,000 OMR",", Al Maabilah, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/265177085
OpenSooq,Residential Land for Sale in Al Dakhiliya Sumail,"16,000 OMR",", Sumail, 990108XX",,Property for Sale,https://om.opensooq.com/en/search/266218747
OpenSooq,"Clinic for Sale in Sohar (Currently Running, 1 Doctor)","9,999 OMR",", Sohar, 954065XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/266166229
OpenSooq,Fully Equipped Restaurant for Sale in Prime Location – Ibri,"10,000 OMR",", Ibri, 780509XX",10000 m²,Property for Sale,https://om.opensooq.com/en/search/266218203
OpenSooq,Residential Land for Sale in Al Batinah Barka,"9,500 OMR",", Barka, 933333XX",,Property for Sale,https://om.opensooq.com/en/search/266217813
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"16,500 OMR",", Al Masnaah, 933333XX",,Property for Sale,https://om.opensooq.com/en/search/266217651
OpenSooq,Residential Land for Sale in Al Batinah Barka,"8,800 OMR",", Barka, 933333XX",,Property for Sale,https://om.opensooq.com/en/search/266217613
OpenSooq,مبنى صناعي مؤجر في العامرات العتكية,"155,000 OMR",", Amerat, 711753XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/266217565
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"35,000 OMR",", Sohar, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266217349
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"60,000 OMR",", Al Maabilah, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/266217279
OpenSooq,Residential Land for Sale in Muscat Al-Bustan,"1,500,000 OMR",", Al-Bustan, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/266217105
OpenSooq,1 BHK Furnished Freehold apartment for Sale in The Links Muscat Hills,"58,000 OMR",", Muscat Hills, 957877XX",73 m²,Property for Sale,https://om.opensooq.com/en/search/266216895
OpenSooq,Shop for sale,"10,000 OMR",", Al Mouj, 976060XX",152 m²,Property for Sale,https://om.opensooq.com/en/search/266216493
OpenSooq,Residential Land for Sale in Buraimi Other,"3,300 OMR",", Other, 993877XX",,Property for Sale,https://om.opensooq.com/en/search/266216355
OpenSooq,471 m2 5 Bedrooms Villa for Sale in Muscat Seeb,"350,000 OMR",", Seeb, 954424XX",471 m²,Property for Sale,https://om.opensooq.com/en/search/266215137
OpenSooq,Residential Land for Sale in Muscat Amerat,"37,000 OMR",", Amerat, 965855XX",,Property for Sale,https://om.opensooq.com/en/search/266214883
OpenSooq,صلاون حلاقه لا البيع,"1,500 OMR",", Amerat, 995316XX",50 m²,Property for Sale,https://om.opensooq.com/en/search/266214895
OpenSooq,للبيع او دخول ممول مشروع قائم في مسقط براند حلويات مرموق له عدة افرع بالخليج بحاجة يكون مقيم فيمسقط,"10,000 OMR",", Al Khoud, 771355XX",36 m²,Property for Sale,https://om.opensooq.com/en/search/261377111
OpenSooq,Commercial Land for Sale in Dhofar Salala,"15,800 OMR",", Salala, 925418XX",,Property for Sale,https://om.opensooq.com/en/search/266214247
OpenSooq,Fish shop for sale,"2,500 OMR",", Al Maabilah, 792448XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/266214229
OpenSooq,Residential Land for Sale in Dhofar Salala,"9,800 OMR",", Salala, 988205XX",,Property for Sale,https://om.opensooq.com/en/search/266214013
OpenSooq,79 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"37,000 OMR",", Bosher, 971116XX",79 m²,Property for Sale,https://om.opensooq.com/en/search/266213785
OpenSooq,Residential Land for Sale in Al Dakhiliya Bahla,"11,300 OMR",", Bahla, 963836XX",,Property for Sale,https://om.opensooq.com/en/search/266213283
OpenSooq,500 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"184,000 OMR",", Bosher, 954424XX",500 m²,Property for Sale,https://om.opensooq.com/en/search/266213179
OpenSooq,Residential Land for Sale in Al Batinah Rustaq,"11,000 OMR",", Rustaq, 995997XX",,Property for Sale,https://om.opensooq.com/en/search/266212643
OpenSooq,Residential Land for Sale in Al Sharqiya Al Mudaibi,"4,200 OMR",", Al Mudaibi, 940189XX",,Property for Sale,https://om.opensooq.com/en/search/266211053
OpenSooq,275 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,"60,000 OMR",", Barka, 958816XX",275 m²,Property for Sale,https://om.opensooq.com/en/search/266211049
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"125,000 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265168823
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/266178347
OpenSooq,Residential Land for Sale in Muscat Other,"26,000 OMR",", Other, 947589XX",,Property for Sale,https://om.opensooq.com/en/search/266157793
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"14,900 OMR",", Al Maabilah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/266210123
OpenSooq,330 m2 3 Bedrooms Villa for Sale in Muscat Al Maabilah,"75,000 OMR",", Al Maabilah, 799711XX",330 m²,Property for Sale,https://om.opensooq.com/en/search/266079531
OpenSooq,110 m2 2 Bedrooms Apartments for Sale in Muscat Muscat Hills,"65,000 OMR",", Muscat Hills, 799711XX",110 m²,Property for Sale,https://om.opensooq.com/en/search/266080721
OpenSooq,432 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,"15,000 OMR",", Barka, 990774XX",432 m²,Property for Sale,https://om.opensooq.com/en/search/266157439
OpenSooq,Residential Land for Sale in Muscat Seeb,"27,000 OMR",", Seeb, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265167861
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"40,000 OMR",", Al Maabilah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/266209385
OpenSooq,330 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"70,000 OMR",", Al Maabilah, 799711XX",330 m²,Property for Sale,https://om.opensooq.com/en/search/266193819
OpenSooq,Farm Land for Sale in Al Dakhiliya Nizwa,"165,000 OMR",", Nizwa, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265167317
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"80,000 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/266209007
OpenSooq,Residential Land for Sale in Al Batinah Barka,"12,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/266208543
OpenSooq,حصرياا صار فيك تمتلك محلك التجاري في الخوض بجانب العريمي بوليفارد وبأقساط بدون فوائد,"20,320 OMR",", Azaiba, 955999XX",25 m²,Property for Sale,https://om.opensooq.com/en/search/266207475
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"54,000 OMR",", Al Maabilah, 916666XX",,Property for Sale,https://om.opensooq.com/en/search/266207117
OpenSooq,فرصتك الان حتى تتملك محلك التجاري في الخوض بجانب العريمي بوليفارد مع عبدالعزيز,"74,800 OMR",", Ghubrah, 955999XX",68 m²,Property for Sale,https://om.opensooq.com/en/search/266207245
OpenSooq,NEW ITC Project in Muscat hills ! مشروع سكني مع إقامة عائلية دائمة في سلطنة عمان في قلب مسقط هيلز,"52,000 OMR",", Muscat Hills, 790406XX",52 m²,Property for Sale,https://om.opensooq.com/en/search/263199905
OpenSooq,واخيرا صار فيك تتملك محلك التجاري في الخوض بجانب العريمي بوليفارد مع عبدالعزيز الحسني,"17,952 OMR",", Al Mawaleh, 955999XX",22 m²,Property for Sale,https://om.opensooq.com/en/search/266207081
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,"31,996 OMR",", Al Khuwair, 955999XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266206735
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"31,996 OMR",", Al Maabilah, 955999XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266206559
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Ghubrah,"31,996 OMR",", Ghubrah, 944433XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266206495
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,"31,996 OMR",", Al Khoud, 955999XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266206357
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,"31,996 OMR",", Azaiba, 944433XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266206339
OpenSooq,لا تفوت الفرصة الاستثمارية تملك محلك التجاري في الخوض بموووقع ذهب مع محمد الفرقاني,"74,800 OMR",", Al Maabilah, 944433XX",68 m²,Property for Sale,https://om.opensooq.com/en/search/266206077
OpenSooq,تملك محلك التجاري ف مشروع فنار بالخوض ف منطقة بوليفارد العريمي مع الفرقاني,"74,800 OMR",", Al Khuwair, 944433XX",68 m²,Property for Sale,https://om.opensooq.com/en/search/266205931
OpenSooq,255 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,"45,000 OMR",", Al Masnaah, 793843XX",255 m²,Property for Sale,https://om.opensooq.com/en/search/266205799
OpenSooq,Residential Land for Sale in Al Batinah Liwa,"12,000 OMR",", Liwa, 951265XX",,Property for Sale,https://om.opensooq.com/en/search/266205787
OpenSooq,محل ‏للبيع مكان  حلو في المول  Shop for sale in a nice place in the mall,"4,500 OMR",", Al Khoud, 950850XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/266205743
OpenSooq,تملك محلك التجاري مقابل محطة نفط عمان بالقرب من بوليفارد مووووقع ذهب مع محمد الفرقاني,"74,800 OMR",", Al Khoud, 944433XX",68 m²,Property for Sale,https://om.opensooq.com/en/search/266205689
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"31,996 OMR",", Al Mawaleh, 944433XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/266205479
OpenSooq,Residential Land for Sale in Al Batinah Barka,"150,000 OMR",", Barka, 955759XX",,Property for Sale,https://om.opensooq.com/en/search/266205493
OpenSooq,Residential Land for Sale in Muscat Al Mawaleh,"117,000 OMR",", Al Mawaleh, 955759XX",,Property for Sale,https://om.opensooq.com/en/search/266205261
OpenSooq,Residential Land for Sale in Al Batinah Barka,"13,000 OMR",", Barka, 959777XX",,Property for Sale,https://om.opensooq.com/en/search/264553263
OpenSooq,Mixed Use Land for Sale in Al Batinah Sohar,"50,000 OMR",", Sohar, 924555XX",,Property for Sale,https://om.opensooq.com/en/search/265164057
OpenSooq,275 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"100,000 OMR",", Al Maabilah, 771517XX",275 m²,Property for Sale,https://om.opensooq.com/en/search/266152669
OpenSooq,281 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"65,000 OMR",", Amerat, 979989XX",281 m²,Property for Sale,https://om.opensooq.com/en/search/265163841
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"58,000 OMR",", Al Maabilah, 906950XX",,Property for Sale,https://om.opensooq.com/en/search/265161829
OpenSooq,Residential Land for Sale in Dhofar Salala,"28,500 OMR",", Salala, 956655XX",,Property for Sale,https://om.opensooq.com/en/search/266202015
OpenSooq,600 m2 5 Bedrooms Townhouse for Sale in Al Batinah Saham,"60,000 OMR",", Saham, 948388XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/266149389
OpenSooq,Residential Land for Sale in Dhofar Salala,"11,500 OMR",", Salala, 954170XX",,Property for Sale,https://om.opensooq.com/en/search/266201649
OpenSooq,260 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"68,000 OMR",", Al Maabilah, 966692XX",260 m²,Property for Sale,https://om.opensooq.com/en/search/266200671
OpenSooq,Residential Land for Sale in Dhofar Taqah,"12,300 OMR",", Taqah, 954170XX",,Property for Sale,https://om.opensooq.com/en/search/266200803
OpenSooq,259 m2 4 Bedrooms Townhouse for Sale in Muscat Amerat,"65,000 OMR",", Amerat, 990660XX",259 m²,Property for Sale,https://om.opensooq.com/en/search/265159353
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"19,500 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265136395
OpenSooq,Farm Land for Sale in Muscat Amerat,"165,000 OMR",", Amerat, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/266199611
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"14,900 OMR",", Al Maabilah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/266199513
OpenSooq,Residential Land for Sale in Al Batinah Barka,"14,900 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/266199025
OpenSooq,Residential Land for Sale in Al Batinah Saham,"10,689 OMR",", Saham, 772423XX",,Property for Sale,https://om.opensooq.com/en/search/266145913
OpenSooq,بيعه مستعجله وفرصه استثماريه محل بقاله ومخبز تنور,"5,500 OMR",", Amerat, 995860XX",100 m²,Property for Sale,https://om.opensooq.com/en/search/264250651
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"14,900 OMR",", Al Maabilah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265156985
OpenSooq,325 m2 5 Bedrooms Villa for Sale in Dhofar Salala,"65,000 OMR",", Salala, 938486XX",325 m²,Property for Sale,https://om.opensooq.com/en/search/264791433
OpenSooq,363 m2 5 Bedrooms Villa for Sale in Dhofar Salala,"75,000 OMR",", Salala, 938486XX",363 m²,Property for Sale,https://om.opensooq.com/en/search/264791243
OpenSooq,526 m2 5 Bedrooms Villa for Sale in Dhofar Salala,"110,000 OMR",", Salala, 938486XX",526 m²,Property for Sale,https://om.opensooq.com/en/search/264733897
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/265156703
